,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,age_bins
2200,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
2201,Feb,3,Monday,Mazda,Urban,Monday,Feb,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,700,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,5 to 8,1994,Liability,old
2202,Mar,4,Monday,Toyota,Urban,Monday,Mar,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
2203,Jan,5,Sunday,Chevrolet,Rural,Tuesday,Feb,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2204,Mar,4,Monday,Toyota,Urban,Friday,Apr,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2205,Feb,1,Wednesday,Honda,Rural,Friday,Feb,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision,young
2206,Feb,1,Thursday,Pontiac,Urban,Monday,Feb,2,Male,Single,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,old
2207,Feb,1,Saturday,Chevrolet,Rural,Wednesday,Feb,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2208,Feb,2,Tuesday,Toyota,Urban,Wednesday,Feb,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
2209,Feb,2,Wednesday,Mazda,Urban,Wednesday,Feb,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,middle
2210,Feb,2,Wednesday,Honda,Urban,Thursday,Feb,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2211,Feb,3,Friday,Pontiac,Rural,Wednesday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,old
2212,Feb,3,Friday,Chevrolet,Rural,Wednesday,Feb,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2213,Mar,1,Saturday,Pontiac,Urban,Wednesday,Mar,2,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
2214,Mar,4,Wednesday,Pontiac,Urban,Tuesday,Apr,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1994,All Perils,young
2215,Jan,3,Tuesday,Pontiac,Urban,Wednesday,Jan,4,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,middle
2216,Jan,5,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2217,Feb,1,Thursday,Ford,Urban,Friday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
2218,Feb,1,Monday,Accura,Urban,Friday,Feb,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2219,Feb,1,Monday,Toyota,Urban,Friday,Feb,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,middle
2220,Mar,4,Monday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2221,Feb,2,Saturday,Honda,Urban,Thursday,Mar,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,middle
2222,Mar,4,Tuesday,Toyota,Urban,Monday,Jun,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,young
2223,Feb,3,Tuesday,Pontiac,Urban,Thursday,Mar,2,Female,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
2224,Feb,3,Saturday,Honda,Urban,Monday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
2225,Feb,3,Saturday,Toyota,Urban,Monday,Feb,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2226,Feb,3,Monday,Pontiac,Urban,Thursday,Mar,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision,middle
2227,Feb,4,Saturday,Pontiac,Urban,Tuesday,Feb,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2228,Feb,4,Sunday,Accura,Urban,Monday,Mar,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,young
2229,Feb,5,Tuesday,Toyota,Urban,Wednesday,Mar,1,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
2230,Mar,4,Tuesday,Toyota,Rural,Thursday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
2231,Feb,5,Tuesday,Honda,Urban,Monday,Mar,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2232,Mar,1,Wednesday,Chevrolet,Urban,Thursday,Mar,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,700,2,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2233,Feb,3,Monday,Pontiac,Urban,Friday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
2234,Feb,3,Saturday,Mazda,Urban,Wednesday,Mar,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2235,Feb,3,Tuesday,Accura,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,middle
2236,Jan,5,Tuesday,Honda,Urban,Monday,Feb,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,young
2237,Jan,3,Friday,Toyota,Urban,Friday,Mar,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
2238,Mar,4,Thursday,Mazda,Rural,Friday,Apr,1,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,middle
2239,Mar,1,Saturday,Honda,Rural,Friday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,middle
2240,Mar,4,Tuesday,Toyota,Urban,Tuesday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
2241,Feb,5,Monday,Honda,Urban,Monday,Feb,5,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,teens
2242,Feb,3,Sunday,Honda,Urban,Monday,Feb,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,teens
2243,Feb,3,Thursday,Ford,Rural,Thursday,Mar,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
2244,Feb,2,Wednesday,Toyota,Urban,Wednesday,Feb,2,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,500,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,Liability,young
2245,Feb,1,Sunday,Mazda,Urban,Monday,Feb,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1994,Collision,young
2246,Feb,1,Saturday,Toyota,Urban,Tuesday,Feb,3,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
2247,Feb,1,Wednesday,Honda,Urban,Friday,Feb,1,Female,Single,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision,young
2248,Feb,1,Wednesday,Accura,Urban,Tuesday,Feb,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2249,Mar,2,Thursday,Toyota,Urban,Monday,Mar,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2250,Mar,1,Tuesday,Toyota,Urban,Tuesday,Mar,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,teens
2251,Jun,2,Friday,Honda,Urban,Monday,Jun,2,Male,Single,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2252,Apr,4,Friday,Toyota,Urban,Monday,Apr,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
2253,Mar,4,Wednesday,Honda,Urban,Friday,Mar,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,teens
2254,Dec,1,Friday,Pontiac,Urban,Monday,Dec,1,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
2255,Apr,1,Wednesday,Toyota,Urban,Wednesday,Apr,4,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision,young
2256,Mar,4,Saturday,Pontiac,Urban,Friday,Apr,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
2257,Feb,4,Friday,Toyota,Urban,Friday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2258,May,2,Wednesday,Mazda,Urban,Thursday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,middle
2259,Apr,3,Wednesday,Honda,Urban,Wednesday,Apr,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,young
2260,Jun,2,Monday,Pontiac,Urban,Friday,Jun,3,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,middle
2261,Jun,1,Saturday,Honda,Urban,Monday,Jun,1,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2262,Jul,2,Saturday,Honda,Urban,Tuesday,Jul,2,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
2263,Aug,3,Monday,Mazda,Urban,Thursday,Aug,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,700,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,middle
2264,Aug,2,Thursday,Pontiac,Urban,Monday,Sep,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,middle
2265,Aug,1,Friday,Ford,Urban,Friday,Aug,2,Male,Married,Policy Holder,Utility - Collision,Utility,more than 69000,0,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,young
2266,Sep,1,Thursday,Honda,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2267,Aug,5,Tuesday,Pontiac,Urban,Monday,Sep,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2268,Oct,1,Monday,Pontiac,Urban,Monday,Oct,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision,young
2269,Nov,2,Wednesday,Toyota,Urban,Thursday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,young
2270,Nov,2,Wednesday,Pontiac,Urban,Thursday,Nov,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,1,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,middle
2271,Mar,4,Thursday,Toyota,Urban,Friday,Mar,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,old
2272,Dec,2,Friday,Pontiac,Urban,Monday,Dec,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2273,Dec,2,Friday,Mazda,Urban,Thursday,Dec,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
2274,Apr,3,Wednesday,Saab,Urban,Thursday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,young
2275,Apr,3,Saturday,Honda,Urban,Wednesday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,Liability,young
2276,Apr,5,Saturday,Toyota,Urban,Monday,May,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
2277,Jun,5,Friday,VW,Urban,Monday,Jul,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
2278,Jun,4,Tuesday,Toyota,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,middle
2279,Jun,3,Monday,Toyota,Urban,Monday,Jun,3,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
2280,Aug,3,Saturday,Mazda,Rural,Monday,Aug,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
2281,Aug,3,Monday,Chevrolet,Urban,Monday,Aug,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
2282,Sep,3,Sunday,Toyota,Urban,Monday,Sep,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
2283,Nov,3,Monday,Pontiac,Rural,Tuesday,Nov,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
